"5948","郵遞區號","主要","資料集","提供","資料"
"6169","警戒","土石","災害","依據","並發布","危險區","可能性","時得","研訂","紅色","近於零","黃色","基準值","撤離","疏散","農委會","避難","必要","氣象預報"
"6170","颱風","預報","氣象預報","並在","命名","四周圍","每天","移近","近海","陸地","侵襲","公里","預警","馬祖","動態","警報","次之","變化","成立"
"6171","河川","水位","必要","上漲","做出","傳至","警戒水位","速率","撤離","時會","當地","防汛","傳輸","預測","研判","特性","各地","宣導","根據"
"6177","在建","工務局","列表","臺南市","工程","政府","資料集","提供"
"6182","公園","臺南市","基本資料","資料集","提供"
"6213","申報","主要","分區","實價","買賣","不動產","屬性","實際","資訊","面積","交易","使用","資料集","提供"
"6214","申報","主要","租賃","分區","實價","不動產","屬性","實際","資訊","面積","交易","使用","資料集","提供"
"6215","申報","主要","預售","分區","實價","買賣","屬性","實際","資訊","面積","交易","使用","資料集","提供"
"6219","藝術網","作品","收錄","文化部","基本資料","公共"
"6220","展演","空間","收錄","文化部","國內","資訊"
"6221","各縣","文化局","市政府","收錄","文化部","相關","單位","資料"
"6222","圖書室","國立","本區","歷史博物館","美術館","臺灣","專門","兒童","特色","收錄","中心","各級","文化部","所屬","開放","機關","服務","資料"
"6223","文化","旅遊網","創意","商店","加值","收錄","資料"
"6224","書店","獨立","特色","收錄","文化部","資料"
"6242","管理處","公私","地理位置","博物館","資訊","所在","整合","網址","聯絡","文化部","地址"
"6243","社區","地理位置","所在","網站","網址","文化部","地點","資訊"
"6244","文化館","地方","管理處","地理位置","資訊","所在","網站","網址","聯絡","文化部","地址","包含"
"6246","創建","年代","網之供","古蹟","主管機關","網址","資產","地點","文化","所屬","包含","資訊"
"6258","投保","薪資","查對","總額","被保險人","適用","等級","單位","提供"
"6259","之勞","個別","被保險人","投保","保險費","負擔","每月","查詢","單位","提供"
"6260","個別","職業工會","保險費","會員","負擔","所屬","每月","查詢","提供"
"6261","個別","漁會","保險費","會員","負擔","所屬","每月","查詢","提供"
"6262","費率","職災","適用","投保","單位","查詢","提供"
"6263","重建","職業","服務","心理","職業輔導","適應","職災","就近","強化","職務","評量","能力","設計","評估","社會","就業","工作","輔導","勞工"
"6264","農會","基層","農保","金融服務","便利","健保","推廣","農業","各縣市","地址","民眾","名稱","辦理","服務","相關","提供"
"6265","說明會","年金","國民","業務","相關","資訊"
"6266","或縣","直轄市","鑑定","指定","身心","醫療機構","障礙","名冊","政府","辦理"
"6267","代收","金融機構","保險費","年金","國民"
"6268","代收","金融機構","轉帳","委託","保險費","勞工保險","名稱"
"6269","積欠","漁會","職業工會","保費"
"6270","健康","危害","職業病","健康檢查","加保","年資","提出申請","規則","符合","連續","保護","被保險人","預防","投保","每年","最近","勞工保險","特別","以上"
"6271","醫院","失能","機能","評鑑","合格","效期","勞保","上下肢","吞嚥","咀嚼","因眼","失能者","教學","畸形","皮膚","脊柱","腹部","臟器","言語"
"6272","繳納","便利","多種","提繳","退休金","勞工","方式","單位","提供"
"6273","查詢","勞工","專戶","勞退","多種","提繳","個人","方便","退休金","是否","雇主","管道","金額","提供"
"6274","工資","提繳","勞工","實際工資","覈實","總額","退休金","分級","雇主","等級","規定","金額","申報","每月"
"6275","開辦","76","墊償","統計數據","件數","金額","歷年","人數","單位"
"6276","墊償","追償","開辦","76","歷年","狀況","統計"
"6278","聯合","工會","組織","名冊","提供"
"6279","工作者","勞動基準","適用","有關","行業","公告"
"6280","廢止","工作者","勞動基準","核定","條之","適用","84","有關","公告"
"6281","制定","基本工資","歷史沿革","調整","我國","有關"
"6282","具體措施","優良","友善","職場","獲獎","97","事業單位","有關","99"
"6296","勞工","促進","勞動","勞委會","專家學者","撰稿","敦請","領域","勞資關係","出刊","聯繫","相關","保障","加強","對於","希望","措施","交流","配合"
"6297","摘譯","每週","針對","國際","環保","重要","新聞","環保署","資料"
"6298","環保","新聞","環保署","發布","相關"
"6305","類之","品類","物價指數","性質","指數","消費者","商品","臺灣地區","分類","服務","包含"
"6310","深溝","生態","水源","園區","自來水","介紹","公司","台灣","主要","資料集","提供"
"6320","詞彙","中英對照","職稱","中央","一般","機關","主要","資料集","資訊","提供"
"6321","週知","摘要","訊息","民眾","公告","各項","主要","資料集","資訊","提供"
"6322","熱門","節目","摘要","訊息","活動","主要","資料集","資訊","提供"
"6323","文教","摘要","訊息","新聞","各種","主要","資料集","資訊","提供"
"6324","訊息","各種","活動","主要","資料集","資訊","提供"
"6340","單位名單","證書","安全衛生","管理系統","有效","驗證","通過","取得","合格","收錄","職業","事業","臺灣"
"6341","績優","評鑑","安全衛生","訓練","收錄","結果","名單","勞工","教育","單位"
"6342","沙塵","空氣","品質","研判","影響","環保署","來臨","侵台","歸納","沙塵暴","環流","過去","隔年","大氣","季節","蒐集","我國","透過","預報"
"6343","pm2","手動","監測","需要","採樣","檢測","資料","之測值","24","微粒","懸浮","20","連續","品保","通常","由於","品管","現場","實驗室"
"6344","地下水","污染","土壤","管制區","表示","土壤污染","列管","場址","公告","isgw","issoil","明確","所在地","控制","濃度","污染物","管制","主管機關","標準"
"6345","監測","水庫","資料","每季","水質","ctsi","卡爾森","始能","結束","背景","值及","並經","品保","通常","由於","品管","指數","現場","實驗室"
"6346","監測","海域","資料","每季","水質","始能","測值","結束","背景","值及","並經","品保","通常","由於","品管","現場","實驗室","重金屬","需要"
"6347","監測","海灘","品保","資料","水質","一月","夏季","大腸桿菌","球菌","當月","背景","調整","值及","頻率","品管","每年","實驗室","完成","採樣"
"6348","監測","資料","每季","地下水","區域性","始能","結束","背景","值及","並經","品保","通常","污染物","由於","品管","現場","實驗室","重金屬","需要"
"6349","空氣","品質","模擬","隔日","離島","模式","氣象","本島","研判","預報","根據","每日","最新","環保署","資料"
"6350","當日","測值","平均值","每日","監測站","所得","空氣","平均","品質","算數","小時","環保署"
"6351","場址","主管機關","基本資料","公告","所在地","控制","整治","中央","土壤","地下水","污染","地址","名稱"
"6352","機車","認可","環保局","一段時間","之定","仍能","寄發","檢站","定檢站","通知","通知單","排放量","確保","排氣","措施","降低","達到","受檢","排放"
"6353","空氣","戴奧辛","濃度","監測站","各縣市","每季","檢驗","採樣","品質"
"6354","應變措施","辨識","防護","化學物質","毒性","列管","環保署","資料"
"6355","抽驗","自來水","結果","水質","環保署","全國","每月","發布","資料"
"6356","抽驗","自來水","結果","水質","環保署","全國","每月","發布","資料"
"6357","包裝","盛裝","飲用水","抽驗","水源","每季","結果","水質","環保署","全國","發布","資料"
"6358","回收","廢棄物","公告","資料"
"6359","廢棄物","回收","處理","公告","資料"
"6360","清潔隊","各縣市","聯絡","全國","資料"
"6361","環境","環境影響","評估","事前","客觀","評定","提出","自然環境","行為","預測","生態","生活","可能","科學","開發","影響","社會","摘要","經濟"
"6362","各空","公私","列管","本署","整合","基本資料","事業","場所"
"6363","許可證","公民","各地","環保局","清除","廢棄物","處理","機構","資料"
"6364","行動","通訊","回收","產品","廠商","相關","資訊"
"6365","各地","焚化","基本資料","全國"
"6366","焚化","營運","全國","資料"
"6367","年報","焚化","營運","全國","資料"
"6368","廠空污","焚化","檢測","全國","資料"
"6369","穩定化","廠飛","焚化","檢測","全國","資料"
"6370","廠飛","原始","焚化","檢測","全國","資料"
"6371","廠底","原始","焚化","檢測","全國","資料"
"6372","認證","通過","環境","名單","申請","教育"
"6373","認證","通過","環境","名單","申請","教育"
"6374","測定","許可","檢驗","環境","環保署","機構","資料"
"6375","機動車輛","測定","噪音","污染物","排放","許可","空氣","檢驗","環保署","機構","資料"
"6376","區域性","本島","設於","顯示","監測站","位置","地下水","水質","環保署","臺灣"
"6382","調查","污染","地區","區之","as","cd","cr","hg","pb","一公頃","六種","319","91","外來","歷年來","計有","ni","屬於","疑似"
"6383","污染","地區","調查","區塊","點位","as","cd","cr","hg","pb","一公頃","六種","319","91","外來","歷年來","計有","ni","屬於"
"6388","馬祖","位於","澎湖","本島","掩埋場","顯示","垃圾","金門","範圍","臺灣"
"6389","廠區","焚化爐","馬祖","位於","澎湖","本島","顯示","金門","範圍","臺灣"
"6393","各委辦","專案","成果","摘要","報告","環保署","資料"
"6394","基本資料","監測","區域性","地理環境","測點","為視","監測點","不定期","特性","本項","需求","位置","地下水","水質","更新","環保署","計畫","發布","包括"
"6395","地理環境","測點","為視","監測點","不定期","水庫","本項","需求","位置","水質","基本資料","更新","監測","環保署","資料","計畫","發布","包括"
"6396","地理環境","測點","為視","監測點","不定期","海域","本項","需求","位置","水質","基本資料","更新","監測","環保署","資料","計畫","發布","包括"
"6402","圖像","文化景觀","各縣","市政府","地理位置","指定","登錄","代表","簡介","資產","文化部","文化","名稱","主要","資料集","資訊","提供"
"6406","營業時間","交通","連絡","指引","園區","景點","座標","介紹","地址","縣市","電話","資料","鄉鎮","名稱","欄位","包含","提供"
"6407","加保","核算","當月","天數","被保險人","保險費","負擔","年金","國民","分別","金額","補助","保險"
"6408","專輯","業務","勞工保險","年金","時代","甲子","紀事","週年","65","為民","60","手冊","勞保局","退休金","出版","國民","勞工","各項","服務"
"6409","代訓","招生","班及","進階","當年度","開班","專業","訓練","課程","基礎","採購","人員","機構","資訊","提供"
"6410","廠商","機關","得標","標案","同一","20","工程","採購","以上","名單","政府","提供"
"6411","優良","獎勵","期間","採購","廠商","名單","政府","公告","提供"
"6413","false","true","主人","刷卡","叮嚀","寵物","的話","貼心","容納","營業時間","須知","email","住宿","停車場","交通","指引","景點","特色","座標"
"6414","描述","名稱","欄位","包含","資訊","提供","資料"
"6416","創業","顧問","微型","鳳凰","簡介","名單","計畫"
"6421","保護","消費者","新聞","發布","提供"
"6423","展示","人類","加以","地球","生命科學","用文","語音","實體","歸類","自然科學","主題","效果","博物館","影像","資源","環境","國立","文化","呈現"
"6424","徵才","自然科學","最新消息","博物館","訊息","國立","新聞","活動","公告","主要","包括","資料集","提供","資料"
"6426","閱讀","講座","本館","研習","課程","訊息","活動","各項","主要","包括","資料集","資訊","提供"
"6429","可支配","所得","住宅","中位數","坪數","平均數","儲蓄","自有","1976","消費","指標","家庭","重要","收支","支出","包括","統計","資料"
"6439","淤積","掌管","疏濬","全台灣","目前","資訊","規劃","中央","河川","水利","最新","執行","主要","包括","資料集","相關","提供"
"6447","便於","多種","洽詢","退休金","電話","業務","勞工","民眾","各項","方式","服務","提供"
"6448","各月","當年","墊償","統計數據","件數","金額","人數","單位"
"6449","收益率","營業日","第一個","最近","每月","公告","月份"
"6453","同時","時事性","演化","議題","變遷","探討","科普","多樣性","熱門","自然科學","學習","主題","生物","博物館","社會","資源","重要","環境","國立"
"6478","活動","場次","地理位置","藝文","所有","民營","本部","整合","網址","其他","各級","文化部","以及","所屬","日期","類別","名稱","機關","資訊"
"6525","公聽會","通知單","開會","會議","紀錄","環保署","資料"
"6564","資料集","聯絡人","格式","機關","授權","說明","方式","列示","計費","詮釋","編碼","集中","提供","平台","頻率","描述","備註","類型","下載"
"6565","每戶","平均","可支配","所得","儲蓄","總額","消費","支出","位組","各分","五等","1976","分位","戶數","主要","包括","資料集","資料"
"6566","所得","五等","分位","組之","差距","戶數","分配","係數","吉尼","倍數","1976","可支配","包括","資料"
"6567","移轉","政府","收支","收入","1980","從政","倍數","來自","五等","差距","分位","合計","分配","實際","效果","影響","所得","家庭","支出"
"6572","契約","內衛材藥","標單","供應","品類","商品","期間","共同","清單","提供"
"6573","標期","優先","勞務","招標","福利","身心","障礙","採購","產品","機構","公告","資訊","提供"
"6574","招標","公告","尚未","當年度","預定","傳輸","採購","清單","案件","機關","提供"
"6575","履約","期限內","連帶保證","契約","採購","廠商","名單","機關","提供"
"6576","採購網","英文名稱","採用","標的","電子","代碼","採購","清單","分類","政府","提供"
"6583","101","算數","比較","及其","歲出","歲入","中央政府","預算","決算","年度"
"6584","算數","比較","收入","支出","及其","中央政府","預算","決算"
"6585","算數","比較","科目","及其","歲入","中央政府","來源","預算","決算"
"6586","政事","算數","比較","科目","及其","歲出","中央政府","預算","決算"
"6587","算數","比較","科目","及其","歲出","機關","中央政府","預算","決算"
"6588","消費","支出","結構","1976","大類","型態","家庭","包括","資料"
"6589","特種","基金","普通","101","102","比較","收入","支出","及其","總預算","中央政府","年度","提供"
"6590","年度預算","本年度","算數","年度","比較","科目","歲入","來源"
"6591","計數","門之合","百分比","經常","102","政事","科目","資本","項目","總預算","中央政府","年度","提供"
"6592","計數","門之合","百分比","經常","主管機關","102","資本","總預算","中央政府","年度","提供"
"6593","業務費","費等","輔助","主管機關","一級","債務","人事","科目","分析","中央政府","預算"
"6594","水電費","訓練費","通訊費","二級","主管機關","科目","教育","分析","中央政府","預算","提供"
"6595","項目","經濟性","職能","分類","分析","總預算","中央政府","預算","提供"
"6597","特種","基金","普通","101","102","比較","收入","支出","及其","總預算","中央政府","年度","提供"
"6608","看護","外國人","聘僱","醫療機構","從事","工作","申請","提供","資料"
"6609","外勞","轉換","雇主","提供","資料"
"6610","多元","提案","方案","開發","就業","說明","計畫","年度","提供","資料"
"6611","伙伴","月刊","發展署","出版","勞動力","就業","提供","資料"
"6612","半年刊","發展署","出版","安全","勞動力","就業","提供","資料"
"6613","發展署","勞動力","報告","業務","年度","提供","資料"
"6614","在職訓練","自行","發展署","課程","勞動力","辦理","資訊","提供"
"6615","訓練","自行","課程","職業","中心","辦理","資訊","提供"
"6616","訓練","講師","評核","顧問","品質","名單","教育","提供"
"6617","得獎","訓練","品質","國家","提供","資料"
"6618","仲介","私立","本國","就業","工作","機構","服務","提供","資料"
"6619","實驗室","認可","驗證","參考"
"6621","雙月刊","雜誌","科普","發行","安全衛生"
"6622","叢書","安全衛生","技術","勞工"
"6623","勞教","行銷","舉辦","推廣","學習","課程","網站","訊息","活動","相關"
"6624","會商","體格","健康檢查","以供","醫療機構","認可","各界","勞動部","福利部","收錄","衛生","名單","查詢","勞工","辦理"
"6632","基金","101","債務","及餘絀","部分","法定","營業","綜計","現金流量","總預算","單位預算","用途","中央政府","來源","附屬","預算","年度"
"6633","綜計","基金","特別","101","收入","及餘絀","部分","法定","營業","現金流量","總預算","單位預算","用途","中央政府","來源","附屬","預算","年度"
"6634","基金","101","及餘絀","部分","法定","營業","資本","綜計","現金流量","總預算","單位預算","用途","計畫","中央政府","來源","附屬","預算","年度"
"6635","工作","標準","15","地區","人口","年滿","週內","調查","對象","勞動力","民間","範圍","資料","家務","指在","料理","定義","就學","隨時"
"6636","地區","調查","對象","範圍","標準","15","人口","資料","住戶","年滿","戶戶","於此","星期六","星期日","查填","武裝","監管","自由","週內"
"6637","地區","調查","對象","範圍","標準","15","人口","資料","住戶","年滿","戶戶","於此","星期六","星期日","查填","武裝","監管","自由","週內"
"6638","地區","調查","對象","範圍","標準","15","人口","資料","住戶","年滿","戶戶","於此","星期六","星期日","查填","武裝","監管","自由","週內"
"6639","地區","調查","對象","範圍","標準","15","人口","資料","住戶","年滿","戶戶","於此","星期六","星期日","查填","武裝","監管","自由","週內"
"6640","地區","調查","對象","範圍","標準","15","人口","資料","住戶","年滿","戶戶","於此","星期六","星期日","查填","武裝","監管","自由","週內"
"6641","綜計","營業","決算","國營事業","資產負債","損益","盈虧","表及","101","撥補","部分","現金流量","中央政府","附屬","基金","單位","年度"
"6642","學術期刊","發行","安全衛生"
"6643","訓練","勞工","身障者","集體","200","休閒","協商","樂活","大類","安全衛生","平等","爭議","福利","勞資","工會","勞工保險","課程","12","職業"
"6644","彙編","案例","重大","災害","職業","發生","年度"
"6647","初任","經常性","每人","各類","平均","人員","薪資"
"6648","礦業","採取","土石","受僱","平均","各業","薪資","員工","人數"
"6677","青年","工讀","競賽活動","見習","訊息","資料集","提供"
"6678","本館","最新消息","訊息","各種","主要","資料集","提供"
"6679","近期","表演","本館","訊息","各種","活動","主要","資料集","提供"
"6680","近期","展覽","本館","訊息","各種","主要","資料集","提供"
"6681","競賽","本館","訊息","各種","主要","資料集","提供"
"6682","仲介公司","跨國","人力","國內","提供","資料"
"6683","仲介公司","國外","認可","人力","提供","資料"
"6684","偵測","實驗室","生物","參考"
"6687","人名冊","機械設備","危險性","型式","製造","合格","檢查"
"6688","氧化物","甲烷","碳氫化合物","一氧化碳","氮氧化物","微粒","懸浮","綠色","排放","國民所得","空氣污染","包括","提供","資料"
"6689","季節","調整","消費","統計","收集","13arima","seats","普查局","採用","美國","輸出","輸入","國民所得","形成","毛額","按季","商品","生產","方法"
"6690","資本財","型態","投資","調查","統計","經濟部","收集","公營","工業生產","海關","進出口","主體","固定資本","製造業","形成","按季","營運","購買","部門"
"6691","生產","毛額","國內","指數","國民所得","各業","收集","及平減","平減","當期","連鎖","統計","實質","各季","報及","財務報表","中國","各部","預決算"
"6692","貢獻度","國民所得","毛額","生產","收集","連鎖","統計","實質","各季","報及","財務報表","中國","各部","預決算","企業","按季","行業","各業","公布"
"6693","生產","國民所得","收集","各年","報酬","消耗","要素","中間","盈餘","統計","報及","財務報表","總額","中國","固定資本","各部","預決算","消費","企業"
"6701","監測","資料","採樣","硝酸鹽","總磷及","品保","通常","污染物","由於","品管","現場","實驗室","重金屬","每季","檢測","河川","水質","程序","環保署"
"6729","本館","研習","訊息","各種","活動","主要","資料集","提供"
"6730","新書","書目","下載","isbn","出版者","國際標準","書號","批次","資料","同步","國家圖書館","圖書","出版","資訊網","中心","依據","更新","全國","內容"
"6795","地區","調查","對象","範圍","標準","15","人口","資料","住戶","年滿","戶戶","於此","星期六","星期日","查填","武裝","監管","自由","週內"
"6796","地區","調查","對象","範圍","標準","15","人口","資料","住戶","年滿","戶戶","於此","星期六","星期日","查填","武裝","監管","自由","週內"
"6797","地區","調查","對象","範圍","標準","15","人口","資料","住戶","年滿","戶戶","於此","星期六","星期日","查填","武裝","監管","自由","週內"
"6798","地區","調查","對象","範圍","標準","15","人口","資料","住戶","年滿","戶戶","於此","星期六","星期日","查填","武裝","監管","自由","週內"
"6799","經濟指標","國民所得","統計","重要","收集","成長率","gdp","gnp","ni","每人","各部","預決算","按季","平均","公布","經濟","各級","資料","陳示"
"6800","每人","平均","消費","收集","依新","台幣","美元","gdp","gnp","統計","ni","各部","預決算","國民所得","按季","所得","公布","各級","民間"
"6801","消費","毛額","生產","國內","支出","收集","政府","存貨","組成","變動","輸出","固定資本","各部","輸入","預決算","形成","按季","商品","公布"
"6802","消費","家庭","民間","收集","目的","調查","批發","消費資料","營業額","零售","非營利","國人","餐飲業","各季","按季","旅遊","12","公布","收支"
"6803","毛額","消費","生產","國內","支出","收集","政府","貢獻","貢獻度","存貨","組成","變動","輸出","固定資本","各部","輸入","預決算","形成","按季"
"6804","存貨","收集","別分","民營企業","公營","主體","變動","公營事業","毛額","按年","生產","公布","經濟部","決算書","概況","國內","陳示","n2","n3"
"6805","綜計","損益","盈虧","101","撥補","部分","營業","現金流量","總預算","單位預算","中央政府","附屬","年度"
"6806","淨額","42","102","各級","收入","支出","政府","預算","年度","提供"
"6807","39","融資","調度","還本","預決算","債務","102","餘絀","項目","歲出","歲入","中央政府","年度","提供"
"6808","綜計","餘絀","101","撥補","收支","法定","作業","營業","現金流量","總預算","單位預算","中央政府","附屬","預算","基金","年度"
"6809","得標","標案","50","工程","採購","廠商","以上","名單","政府","提供"
"6810","得標","以上","機關","標案","50","同一","工程","10","採購","廠商","名單","政府","提供"
"6838","國家圖書館","訊息","最新","活動","各項","辦理"
"6887","綜計","餘絀","撥補","收支","法定","作業","營業","100","現金流量","總預算","單位預算","中央政府","附屬","預算","基金","年度"
"6888","基金","債務","及餘絀","部分","法定","營業","100","綜計","現金流量","總預算","單位預算","用途","中央政府","來源","附屬","預算","年度"
"6889","綜計","損益","盈虧","撥補","部分","營業","100","現金流量","總預算","單位預算","中央政府","附屬","年度"
"6890","需氧量","bod","cod","ss","懸浮固體","生化","化學","水污染","綠色","排放","國民所得","包括","提供","資料"
"6891","妥善處理","產生","綠色","排放","國民所得","廢棄物","一般","包括","提供","資料"
"6892","綜計","基金","特別","收入","及餘絀","部分","法定","營業","100","現金流量","總預算","單位預算","用途","中央政府","來源","附屬","預算","年度"
"6893","基金","及餘絀","部分","法定","營業","資本","100","綜計","現金流量","總預算","單位預算","用途","計畫","中央政府","來源","附屬","預算","年度"
"6894","綜計","餘絀","決算","平衡","表及","101","撥補","收支","作業","現金流量","中央政府","附屬","基金","單位","年度"
"6895","決算表","決算","基金","101","債務","及餘絀","綜計","現金流量","平衡表","用途","中央政府","來源","附屬","單位","年度"
"6896","綜計","決算","基金","平衡","表及","特別","101","收入","及餘絀","現金流量","用途","中央政府","來源","附屬","單位","年度"
"6897","決算表","決算","基金","101","及餘絀","資本","綜計","現金流量","平衡表","用途","計畫","中央政府","來源","附屬","單位","年度"
"6898","書畫","描述性","文字","故宮","文物","資料"
"6899","書畫","描述性","文字","故宮","文物","資料"
"6900","書畫","描述性","文字","故宮","文物","資料"
"6901","書畫","描述性","文字","故宮","文物","資料"
